Job Title,Updated Date,Location,Company,Min Salary,Max Salary
IT-Administrator*in | Verwaltungsdigitalisierung und -anwendungen,2025-02-17T08:54:04Z,Frankfurt (Oder),Europa-Uni­ver­si­tät Via­drina Frank­furt (Oder),45500,57000
(Senior) C#/ .NET Entwickler (m/w/d),2025-02-17T08:32:49Z,Frankfurt am Main,Peak One GmbH,60000,90000
"(Senior) Developer (f/m/d) for SAP BTP Cloud Foundry, SAP Munich",2025-02-17T08:06:01Z,Garching bei München,SAP,57000,88500
Abteilungsleitung Netzmanagementwerkzeuge (m/w/d),2025-02-17T07:56:07Z,Münster,Finanz Informatik GmbH & Co. KG,75000,105000
Consultant Produktmanagement - Microsoft Office (m/w/d),2025-02-17T07:55:47Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Linux & Cloud Infrastruktur Spezialist (m/w/d),2025-02-17T07:55:36Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
ECM Applications Developer (m/w/d),2025-02-17T03:03:49Z,Deutschland,EASY SOFTWARE Gruppe,57500,85000
Mitarbeiter für den Software-Support (m/w/d) Energie/TGA,2025-02-17T02:16:44Z,Köln,Hottgenroth Software AG,28500,43000
Senior Machine Learning Engineer (m/f/d),2025-02-17T01:41:48Z,Berlin,Contentful GmbH,52000,79000
Embedded Softwareentwickler (m/w/d),2025-02-17T01:07:44Z,Münster,wibutler,40000,59500
PreSales Security Consultant (m/w/n),2025-02-16T20:18:41Z,Bonn,Recruitment Circle GmbH,75000,120000
IT-Systemadministrator (m/w/d) 80% Homeoffice,2025-02-16T17:06:14Z,Mannheim,Amadeus Fire AG,50000,60000
Software Entwickler (m/w/d) Bereich Business Process Management,2025-02-16T17:06:14Z,Mannheim,Amadeus Fire AG,60000,90000
Backend-Entwickler*in C# (m/w/d),2025-02-16T15:34:55Z,Greven,LIS Logistische Informationssysteme GmbH,44000,74000
Anwendungssupporter (m/w/d),2025-02-16T12:06:50Z,Böblingen,Amadeus Fire AG,39000,53000
1st / 2nd Level Supporter (m/w/d),2025-02-15T17:05:48Z,Hannover,Amadeus Fire AG,42000,46000
Senior DevOps Engineer (m/w/d),2025-02-15T13:31:08Z,Frankfurt am Main,rola Security Solutions GmbH,58000,83000
IT-Administrator (m/w/d),2025-02-15T12:06:58Z,Hannover,Amadeus Fire AG,50000,60000
IT-Administrator (m/w/d) Windows und Linux,2025-02-15T12:06:57Z,Stuttgart,Amadeus Fire AG,40000,80000
SAP Business AI Innovation Frontrunners iXp Intern (f/m/d) - AI Developer,2025-02-15T09:00:37Z,Walldorf,SAP,43000,67500
Junior-Entwickler (w/m/d) - Full-Stack BTP Entwicklung (Java/Fiori) für Logistikmanagement SAP,2025-02-15T08:19:22Z,Walldorf,SAP,46000,76000
(Senior) Softwareentwickler (w/m/d) für SAP Sustainability - S/4HANA Cloud für Product Compliance,2025-02-15T08:19:11Z,Markdorf,SAP,55000,87000
Junior-Entwickler (w/m/d) - Full-Stack BTP Entwicklung (Java/Fiori) für Logistikmanagement,2025-02-15T08:17:45Z,Walldorf,SAP,44000,66000
Junior-Entwickler (w/m/d) - Full-Stack BTP Entwicklung (Java/Fiori) für Logistikmanagement -UI Fokus,2025-02-15T08:17:14Z,Walldorf,SAP,46000,70000
(Senior) Developer (f/m/d) SAP BTP Cloud Foundry,2025-02-15T08:10:38Z,Garching bei München,SAP,57000,88500
Senior Datenbankadministrator (m/w/d),2025-02-15T06:15:23Z,Göttingen,Prof. Schumann GmbH,49500,71500
Softwaretester (w/m/d),2025-02-15T02:09:06Z,Bamberg,PERBILITY GmbH,46000,64500
Senior Software Developer (m/w/d) SAP,2025-02-15T01:51:34Z,Neustadt am Rübenberge,ecovium Holding,39500,60500
Machine Learning Engineer,2025-02-15T01:50:09Z,Köln,Sunhat,48500,77000
IT Operations Expert (m/w/d),2025-02-15T01:13:26Z,Hamburg,Amadeus Fire AG,57000,78500
Cloud Transformation Manager (m/w/d),2025-02-14T22:36:34Z,Koblenz,CompuGroup Medical SE,63000,100000
(Senior) Specialist f/m/d for S/4 HANA HCM,2025-02-14T21:40:49Z,Sankt Leon-Rot,SAP,58500,89000
Senior DevOps Engineer (f/m/d): Single Tenant - Sovereign Cloud (T3),2025-02-14T21:40:23Z,Walldorf,SAP,58000,97000
(Senior) Software Developer (f/m/d) for Sustainability Integration Development,2025-02-14T21:39:02Z,Markdorf,SAP,54500,85500
Sovereign Cloud DevOps Engineer (m/f/d),2025-02-14T21:38:55Z,Berlin,SAP,56000,91500
iOS Developer m/w/d,2025-02-14T20:54:17Z,Karlsruhe,PACE Telematics GmbH,51500,67500
Backend-Entwickler,2025-02-14T19:29:29Z,Köln,innovas GmbH,49500,80000
Senior Backend Engineer (f/m/d) - Kotlin,2025-02-14T17:06:12Z,Berlin,SAP Leanix,56500,89000
Softwaretester für Anwendersoftware (m/w/d) Softwarehersteller,2025-02-14T17:05:43Z,Hamburg,Amadeus Fire AG,65000,80000
IT Administrator O365 (m/w/d) Softwareentwicklungsbranche,2025-02-14T17:05:40Z,Saarbrücken,Amadeus Fire AG,55000,70000
SAP Basis Administrator (m/w/d) für den SAP-Basisbetrieb,2025-02-14T17:05:40Z,Mannheim,Amadeus Fire AG,50000,75000
ABAP Entwickler (m/w/d) Bereich SAP Enterprise,2025-02-14T17:05:40Z,Mannheim,Amadeus Fire AG,55000,90000
Backend Engineer (m/f/d),2025-02-14T16:52:37Z,Berlin,G&H Bankensoftware AG,49500,71500
"Full-Stack-Entwickler*in C#, WPF (m/w/d)",2025-02-14T15:22:40Z,Greven,LIS Logistische Informationssysteme GmbH,45000,69000
(Senior) Java Backend Developer (m/w/d) im Herzen von München,2025-02-14T13:58:55Z,München,Peak One GmbH,65000,90000
Softwarearchitekt (m/w/d),2025-02-14T12:31:47Z,Berlin,FindYou Consulting GmbH,76000,100000
Machine Learning Engineer,2025-02-14T12:08:05Z,Hamburg,Sonia Solutions,50000,81000
Spezialist Überwachung Selbstbedienungssysteme (m/w/d),2025-02-14T11:47:10Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Abteilungsleitung KSB-Client/Endgeräte (m/w/d),2025-02-14T11:46:10Z,Hannover,Finanz Informatik GmbH & Co. KG,75000,105000
Quality Engineer - Ansprachemanagement (m/w/d),2025-02-14T11:45:43Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Datenbankadministrator PostgreSQL (m/w/d),2025-02-14T11:44:56Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Incidentmanager Servicecenter (m/w/d),2025-02-14T11:44:36Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Softwareentwickler ServiceNow (m/w/d),2025-02-14T11:44:26Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Senior Software Developer Payment (m/w/d),2025-02-14T11:43:41Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Java-Softwareentwickler Firmenkunden (m/w/d),2025-02-14T11:42:00Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Windows Application Manager - Schwerpunkt Managed Services (m/w/d),2025-02-14T11:41:44Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Business Analyst Meldewesen ESG (m/w/d),2025-02-14T11:40:34Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Business Analyst (m/w/d) Schwerpunkt Anwendung Marktpreisrisikosteuerung (MPR),2025-02-14T11:40:24Z,Frankfurt am Main,Finanz Informatik GmbH & Co. KG,45000,85000
Business Analyst Eigenhandel (m/w/d) - Schwerpunkt Bewertung und Marktpreisrisiko,2025-02-14T11:40:14Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Business Analyst Banking-Software (m/w/d),2025-02-14T11:40:03Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
IT-Spezialist / Anwendungsbetreuer - Standardsoftware und Container-technologie (m/w/d),2025-02-14T11:39:53Z,Münster,Finanz Informatik GmbH & Co. KG,45000,85000
Network Management Engineer (m/w/d),2025-02-14T11:39:43Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Abteilungsleitung Datensicherung und Archivierung (m/w/d),2025-02-14T11:39:33Z,Hannover,Finanz Informatik GmbH & Co. KG,45000,85000
Lead Developer (m/w/d),2025-02-14T10:49:15Z,München,MEINSTACK OHG,80000,105000
Software Developer Java (m/w/d),2025-02-14T10:48:40Z,München,MEINSTACK OHG,60000,95000
Senior Java Entwickler - Java 17 & 21 - Kotlin (m/w/d),2025-02-14T10:47:44Z,München,MEINSTACK OHG,70000,120000
Softwareentwickler (m/w/d) - C++,2025-02-14T10:21:11Z,Gießen,Peak One GmbH,60000,85000
Junior IT-Supporter,2025-02-14T10:13:00Z,Dreieich,FORMAT Software Service GmbH,36000,53500
IT- Systemadministrator - Linux (m/w/d),2025-02-14T10:08:45Z,Dreieich,FORMAT Software Service GmbH,45500,61500
Consultant Healthcare IT (all genders),2025-03-01T10:03:04Z,Karlsruhe,LABLIONS software & solutions GmbH,48000,69000
Onsite-IT-Techniker (m/w/d),2025-02-14T09:12:59Z,Stuttgart,DIS AG,33000,47500
Softwaretester*in Manuell / Testautomatisierung m/w/d),2025-03-01T08:47:15Z,Berlin,IT&I GmbH,44000,64500
Software-Entwickler (m/w/d),2025-02-14T07:50:38Z,Dresden,BRO Marketing GmbH,39000,69500
Software Installer im Bereich Gastronomiesysteme (w/m/d),2025-02-14T06:43:42Z,Velbert,Schulte-Schlagbaum Gruppe,40500,50000
Software-Anwendungsbetreuer (m/w/d),2025-02-14T06:43:32Z,Velbert,Schulte-Schlagbaum Gruppe,40500,60500
Frontend Engineer - Data Visualization,2025-02-14T02:39:43Z,München,Engineering,54500,84500
Lead System Operator für Cloud & Monitoring (w/m/d),2025-02-14T01:41:24Z,Bamberg,PERBILITY GmbH,43000,65500
System-Administrator (m/w/d),2025-02-13T23:05:39Z,München,Technische Universität München,46500,55500
System-Administrator (m/w/d),2025-02-13T23:05:28Z,München,Technische Universität München,45000,55500
Senior Full Stack Developer (w/m/d),2025-02-13T17:06:01Z,München,baind AG,52500,81500
Entwicklungsingenieur Software (m/f/d) Defence,2025-02-13T12:11:36Z,Kiel,Bertrandt AG,47000,72500
Full-Stack Developer @Saas Startup (m/w/d),2025-02-13T12:07:50Z,Berlin,hellomateo,45000,68000
Software Entwickler-/in Backend (Junior),2025-02-13T12:07:46Z,Filderstadt,Connectyd | Sunato Stuttgart GmbH,43000,63000
Anforderungsspezialist (m/w/d) mit einem Jahresgehalt von bis zu 60K,2025-02-13T12:07:06Z,Köln,Amadeus Fire AG,50000,60000
Teamleiter Technischer Support I SaaS-Lösung I Digitalisierung im Bildungssektor I Remote (m/w/d),2025-02-13T09:08:56Z,Elmshorn,ParentPay Deutschland,46000,72000
process managers,2025-02-13T08:11:21Z,Sankt Leon-Rot,SAP,55500,84000
Application Support Specialist (m/w/d),2025-02-13T01:35:56Z,Deutschland,GK Software SE,28000,41000
Junior Software Engineer (all genders),2025-02-12T23:00:01Z,Aachen,INFORM Institut für Operations Research und Management GmbH,42500,62000
Senior DevOps Engineer (all genders),2025-02-12T22:59:48Z,Aachen,INFORM Institut für Operations Research und Management GmbH,57000,87500
